Name,Price(07/11/2025),Price(08/11/2025)
Savlon Liquid Antiseptic 1 Ltr,280.0,280.0
Savlon Liquid Antiseptic 56ml,45.0,45.0
Savlon Liquid Antiseptic 5ltr,1200.0,1200.0
Savlon Liquid Antiseptic 725ml,185.0,185.0
Scotch Brite General Duty Scrub Sponge 3m,105.0,105.0
Scotch Brite Scrub Pad 3m 6.3x7.5cm,18.0,18.0
Scotch Brite Scrub Pad 3m 7.5x7.5cm,24.0,24.0
SEPNIL ALCOHOL SWABS BOX 100P,100.0,100.0
Sepnil Sg Disinf Liq Floor Clean Citrus Magic1ltr,270.0,270.0
Sepnil Sg Disinf Liq Floor Clean Citrus Magic500m,150.0,150.0
Shakti Liquid Toilet Cleaner 500ml,110.0,110.0
Shinex 4in1 Act Fresh M Floor Cleaner 1l,270.0,270.0
Shinex Glass Cleaner Spray 350ml,140.0,140.0
Shuvro Liq Laundry Detergent 500ml,235.0,235.0
Shuvro Synthetic Detergent Powder 500gmb1g1,70.0,70.0
Shuvro Synthetic Detergent Powder 500gmb2g1,180.0,180.0
Soapy Detergent Powder 1kg (Buy 1 Get 1 500gm Free),280.0,280.0
Soapy Detergent Powder 500gm,145.0,145.0
Soapy Liquid Detergent 1 Ltr,420.0,420.0
Soapy Liquid Detergent 500ml,220.0,220.0
Sony Alkaline Battery AA 2pcs,245.0,245.0
Sony Alkaline Battery AAA 2pcs,245.0,245.0
Sony Rech.Battery AAA 2pcs,275.0,275.0
Sony Rechargeable Battery AA 2pcs,275.0,275.0
SPRING AIR FRESHENER ALL FLV 300ML B2STK100,540.0,540.0
Sunlite Extra Heavy Duty Battery Aa 2pack,40.0,40.0
Super White Detergent Powder 500gm,90.0,90.0
Surf Excel Matic Liq Wash Top Load1l B1g1vim500m,400.0,400.0
Surf Excel Matic Liq Wash Top Load500m B1g1vim250m,210.0,210.0
Surf Excel Quick Wash 1kg B2stk70,460.0,460.0
Surf Excel Quick Wash Liquid 1 Ltr,310.0,310.0
Surf Excel Quick Wash Liquid 500 ml,160.0,160.0
Surjo White Detergent Powder Act+ 500gm,85.0,85.0
Swift Phenyle Toilet&All Type Floor Clea 1000ml,130.0,130.0
Tide Original Liquid Detergent 739ml,1990.0,1990.0
Trix Dish Wash Liq Lemon 250ml B3g1,195.0,195.0
Trix Dish Washing Bar Lemon 125gm,15.0,15.0
Trix Dish Washing Bar Lemon 300gm,40.0,40.0
Tylox Liq Floor Cleaner Citron Fresh 1l,320.0,320.0
Tylox Liq Floor Cleaner Crimson Spring 1l,320.0,320.0
Tylox Liq Floor Cleaner Tropical Paradise 1l,320.0,320.0
TYLOX LIQ GLASS CLEANER MINTY SHINE 500ML,230.0,230.0
Tylox Liq Toilet Cleaner Lemon Lime 750ml,160.0,160.0
Unik Xtreme Toilet Cleaner 750ml-Buy 1 Get ROK SOL TILES & BATHROOM CLEANER 500ML,160.0,160.0
UNION AC MOSQUITO NET 6X7 FT,850.0,850.0
UNION MOSQUITO NET REGULAR 6X7 FT,550.0,550.0
Vegetable Greater,320.0,320.0
Vim Dishwash Bar 100gm,12.0,12.0
Vim Dishwash Bar 125gm,15.0,15.0
Vim Dishwash Bar 300gm- Buy 3 Save tk20,100.0,100.0
Vim Dishwash Liq Lime,240.0,240.0
Vim Dishwash Liq Lime 500ml B1g1vim Liq75m,130.0,130.0
Vim Dishwash Liquid Real Lemon 850ml,170.0,170.0
VIM DW LIQ LIME 1L B1G1 VIM LIQ 250ML,240.0,240.0
Vim Dw Liquid Refill 250ml,60.0,60.0
Vixol Bathroom Cleaner Pink 900 ml,525.0,525.0
Vixol Bathroom Cleaner Smart 900ml,525.0,525.0
Washing Soda 200g Pk,30.0,30.0
Washing Soda 400g Pk,60.0,60.0
Wb Cotton Bat Ck- 4,168.0,168.0
Wb Freshness Bag (200 Pcs),351.0,351.0
Wb Zali Scourer,93.0,93.0
Wheel 2in1 C&F Powder 2kg+10l Bucket Combo,220.0,220.0
Wheel 2in1 Cle&Fre Powder1kg B2g1 Wheel200g,290.0,290.0
Wheel 2in1 Clean&Fresh Powder2kgb1g1rin250g,210.0,210.0
Wheel Laundry Soap 125gm B3g1,90.0,90.0
Wheel Laundry Soap 125gx2p Combo Stk5,55.0,55.0
Won Gopi Fabric Tinapol F /Bright 100gm,45.0,45.0
Wonder Antibac Dish W Liquid Refill 250m,70.0,70.0
Wonderful Gopi Gruel 150gm,55.0,55.0
Xpel Natural Mosquito Repellent Spray 30ml,120.0,120.0
Zipbag Jumbo Storage & Freezer 12 Bags,350.0,350.0
Zipbag Sandwich 50 Bags,350.0,350.0
Zipbag Storage & Freezer 20 Bags,350.0,350.0
Zipbag Storage & Freezer 25 Bags,350.0,350.0
Zipit Multi Pur Storage&Sand Zip Bags M 25p,250.0,250.0
